affiliate,name,CISNC_school,code,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
N/A,I E Johnson Elementary,no,830320,Scotland,Laurinburg,"815 McGirts Bridge Road, Laurinburg, NC 28352",-79.445688,34.7821424,Scotland County Schools,Sandhills,Y,93.2,D,Met,37.8,N/A
N/A,Laurel Hill Elementary,no,830328,Scotland,Laurel Hill,"11340 Old Wire Road, Laurel Hill, NC 28351",-79.5203159,34.82265,Scotland County Schools,Sandhills,Y,77.9,D,Not Met,47.2,N/A
N/A,Spring Hill Middle,no,830349,Scotland,Laurinburg,"22801 Airbase Road, Laurinburg, NC 28352",-79.3772655,34.8691076,Scotland County Schools,Sandhills,Y,76.5,D,Not Met,46.7,N/A
N/A,Wagram Elementary,no,830360,Scotland,Wagram,"24081 Main Street, Wagram, NC 28396",-79.367874,34.884434,Scotland County Schools,Sandhills,Y,81,D,Not Met,43,N/A
N/A,Sycamore Lane Elementary,no,830364,Scotland,Laurinburg,"2100 Sycamore Lane, Laurinburg, NC 28352",-79.4890148,34.7395274,Scotland County Schools,Sandhills,Y,79.7,D,Not Met,30.6,N/A
N/A,"Central Elementary, Albemarle",no,840310,Stanly,Albemarle,"206 N 3rd Street, Albemarle, NC 28001",-80.195563,35.3541049,Stanly County Schools,Southwest,Y,56.8,D,Met,39.2,N/A
N/A,Germanton Elementary,no,850312,Stokes,Germanton,"6085 NC 8 Hwy South, Germanton, NC 27019",-80.2343319,36.2974712,Stokes County Schools,Piedmont-Triad,Y,53.2,D,Not Met,44.8,N/A
N/A,Bruce H Tharrington Primary,no,862308,Surry,Mount Airy,"315 Culbert Street, Mount Airy, NC 27030",-80.6019012,36.490373,Mount Airy City Schools,Piedmont-Triad,Y,62.1,D,Not Available,Not Available,N/A
N/A,Jones Intermediate,no,862310,Surry,Mount Airy,"2170 Riverside Drive, Mount Airy, NC 27030",-80.58758,36.527713,Mount Airy City Schools,Piedmont-Triad,Y,64.1,D,Not Met,49.9,N/A
N/A,Columbia Middle,no,890306,Tyrrell,Columbia,"920 Main Street, Columbia, NC 27925",-76.246185,35.919445,Tyrrell County Schools,Northeast,Y,43.5,D,Met,37,N/A
N/A,Tyrrell Elementary,no,890308,Tyrrell,Columbia,"486 Elementary School Road, Columbia, NC 27925",-76.241245,35.91362,Tyrrell County Schools,Northeast,Y,44.6,D,Met,42,N/A
N/A,"East Elementary, Monroe",no,900306,Union,Monroe,"515 Elizabeth Ave, Monroe, NC 28112",-80.5318963,34.9778673,Union County Public Schools,Southwest,Y,62.8,D,Exceeded,37.3,N/A
N/A,East Union Middle,no,900308,Union,Marshville,"6010 W Marshville Blvd, Marshville, NC 28103",-80.3833884,34.985273,Union County Public Schools,Southwest,N,70.5,D,Not Met,51.2,N/A
N/A,Monroe Middle,no,900314,Union,Monroe,"601 E Sunset Drive, Monroe, NC 28112",-80.5398253,34.9736453,Union County Public Schools,Southwest,N,51.1,D,Met,48.2,N/A
N/A,Walter Bickett Elementary,no,900370,Union,Monroe,"830 South ML King Blvd, Monroe, NC 28112",-80.582309,34.970966,Union County Public Schools,Southwest,Y,56,D,Exceeded,42.1,N/A
N/A,Wingate Elementary,no,900388,Union,Wingate,"301 Bivens Street, Wingate, NC 28174",-80.4554937,34.9846396,Union County Public Schools,Southwest,Y,53.2,D,Not Met,50.2,N/A
N/A,Eaton-Johnson Middle,no,910316,Vance,Henderson,"500 N Beckford Drive, Henderson, NC 27536",-78.403126,36.3373595,Vance County Schools,North Central,Y,71.7,F,Not Met,31.5,N/A
N/A,"New Hope Elementary, Henderson",no,910340,Vance,Henderson,"10199 NC 39 Hwy N, Henderson, NC 27537",-78.442096,36.4643118,Vance County Schools,North Central,Y,75.1,D,Met,47.3,N/A
N/A,E O Young Jr Elementary,no,910346,Vance,Henderson,"6655 Broad Street, Henderson, NC 27537",-78.3296196,36.396691,Vance County Schools,North Central,Y,65.3,D,Met,37.6,N/A
N/A,E M Rollins Elementary,no,910360,Vance,Henderson,"1600 S Garnett St, Henderson, NC 27536",-78.4156681,36.3200192,Vance County Schools,North Central,Y,76.5,D,Not Met,35.4,N/A
N/A,Northern Vance High,no,910370,Vance,Henderson,"293 Warrenton Road, Henderson, NC 27537",-78.3742753,36.3506061,Vance County Schools,North Central,N,57.7,D,Not Met,23.6,84.8
N/A,Aversboro Elementary,no,920320,Wake,Garner,"1605 Aversboro Rd, Garner, NC 27529",-78.6152841,35.6887639,Wake County Schools,North Central,Y,60.8,D,Not Met,43.7,N/A
N/A,Baileywick Road Elementary,no,920326,Wake,Raleigh,"9425 Baileywick Road, Raleigh, NC 27615",-78.664731,35.909168,Wake County Schools,North Central,Y,55.7,D,Not Met,50.8,N/A
N/A,Barwell Road Elementary,no,920329,Wake,Raleigh,"3925 Barwell Road, Raleigh, NC 27610",-78.5514452,35.731847,Wake County Schools,North Central,Y,76.3,F,Not Met,33.1,N/A
N/A,Beaverdam Elementary,no,920332,Wake,Raleigh,"3591 Tarheel Club Rd, Raleigh, NC 27604",-78.5281927,35.821173,Wake County Schools,North Central,Y,64.1,D,Not Met,43.8,N/A
N/A,Bugg Elementary,no,920352,Wake,Raleigh,"825 Cooper Rd, Raleigh, NC 27610",-78.586134,35.7658999,Wake County Schools,North Central,Y,81.2,F,Not Met,21.6,N/A
N/A,Centennial Campus Middle,no,920370,Wake,Raleigh,"1900 Main Campus Drive, Raleigh, NC 27606",-78.6876185,35.7585717,Wake County Schools,North Central,N,53.5,D,Not Met,46.5,N/A
N/A,Dillard Drive Middle,no,920394,Wake,Raleigh,"5200 Dillard Drive, Raleigh, NC 27606",-78.7237605,35.7522551,Wake County Schools,North Central,N,48.4,D,Not Met,54.2,N/A
N/A,Douglas Elementary,no,920396,Wake,Raleigh,"600 Ortega Rd, Raleigh, NC 27609",-78.62925,35.839934,Wake County Schools,North Central,N,32.9,D,Not Met,53.5,N/A
N/A,East Garner Elementary,no,920403,Wake,Garner,"5545 Jones Sausage Road, Garner, NC 27529",-78.586755,35.7072719,Wake County Schools,North Central,Y,76.5,D,Met,45.7,N/A
N/A,Forestville Road Elementary,no,920413,Wake,Knightdale,"100 Lawson Ridge Road, Knightdale, NC 27545",-78.4815098,35.8098565,Wake County Schools,North Central,Y,60.9,D,Not Met,40.8,N/A
N/A,Green Elementary,no,920440,Wake,Raleigh,"5307 Six Forks Road, Raleigh, NC 27609",-78.644422,35.854114,Wake County Schools,North Central,Y,60.2,D,Met,44.4,N/A
N/A,Hodge Road Elementary,no,920446,Wake,Knightdale,"2128 Mingo Bluff Boulevard, Knightdale, NC 27545",-78.5221992,35.7763059,Wake County Schools,North Central,Y,71.9,D,Not Met,39.3,N/A
CIS of Rocky Mount Region,D S Johnson Elementary,yes,640326,Nash,Rocky Mount,"600 North Fairview Road, Rocky Mount, NC 27801",-77.7762744,35.9372313,Nash-Rocky Mount Schools,North Central,Y,84.8,F,Met,21.1,N/A
N/A,Lake Myra Elementary,no,920474,Wake,Wendell,"1300 Elk Falls Rd, Wendell, NC 27591",-78.429716,35.7614329,Wake County Schools,North Central,Y,50.2,D,Not Met,51.1,N/A
N/A,Lockhart Elementary,no,920480,Wake,Knightdale,"1320 N Smithfield Rd, Knightdale, NC 27545",-78.484564,35.8032619,Wake County Schools,North Central,Y,63.4,D,Not Met,45.3,N/A
N/A,Millbrook Elementary,no,920496,Wake,Raleigh,"1520 E Millbrook Rd, Raleigh, NC 27609",-78.61055,35.848788,Wake County Schools,North Central,Y,75.5,D,Not Met,37.1,N/A
N/A,Powell Elementary,no,920536,Wake,Raleigh,"1130 Marlborough Rd, Raleigh, NC 27610",-78.6035183,35.7951663,Wake County Schools,North Central,Y,49.7,D,Met,44.6,N/A
N/A,Rogers Lane Elementary,no,920547,Wake,Raleigh,"201 North Rogers Lane, Raleigh, NC 27610",-78.5480089,35.777433,Wake County Schools,North Central,Y,82.1,D,Not Met,34.4,N/A
N/A,"River Bend Middle, Raleigh",no,920549,Wake,Raleigh,"5601 Wallace Martin Way, Raleigh, NC 27616",-78.5314912,35.8619745,Wake County Schools,North Central,Y,66.3,D,Not Met,41.6,N/A
CIS of Rocky Mount Region,Fairview Elementary,yes,640302,Nash,Rocky Mount,"720 N Fairview Rd, Rocky Mount, NC 27801",-77.776051,35.9388429,Nash-Rocky Mount Schools,North Central,Y,83.8,F,Not available,Not available,N/A
N/A,South Garner High,no,920561,Wake,Garner,"8228 Hebron Church Rd, Garner, NC 27529",-78.5796774,35.6550224,Wake County Schools,North Central,N,58.2,D,Met,37.7,N/A
N/A,Timber Drive Elementary,no,920570,Wake,Garner,"1601 Timber Drive, Garner, NC 27529",-78.6355464,35.6900661,Wake County Schools,North Central,Y,39.3,D,Not Met,51.3,N/A
N/A,Wakelon Elementary,no,920597,Wake,Zebulon,"8921 Pippin Rd, Zebulon, NC 27597",-78.3364837,35.8544914,Wake County Schools,North Central,Y,72.3,D,Not Met,50.2,N/A
N/A,Walnut Creek Elementary,no,920599,Wake,Raleigh,"2600 Sunnybrook Rd, Raleigh, NC 27610",-78.5866441,35.7445879,Wake County Schools,North Central,Y,70.5,D,Not Met,36.7,N/A
CIS of Rocky Mount Region,J W Parker Middle,yes,640334,Nash,Rocky Mount,"1500 East Virginia Street, Rocky Mount, NC 27801",-77.773995,35.9516228,Nash-Rocky Mount Schools,North Central,Y,77.4,F,Not Met,22,N/A
N/A,Wilburn Elementary,no,920616,Wake,Raleigh,"3707 Marsh Creek Rd, Raleigh, NC 27604",-78.5755631,35.8194657,Wake County Schools,North Central,Y,74.9,D,Met,50.5,N/A
N/A,Wildwood Forest Elementary,no,920618,Wake,Raleigh,"8401 Wildwood Forest Drive, Raleigh, NC 27616",-78.551125,35.893523,Wake County Schools,North Central,Y,63.5,D,Not Met,42.5,N/A
N/A,Zebulon Elementary,no,920632,Wake,Zebulon,"700 Proctor St, Zebulon, NC 27597",-78.3198379,35.8394223,Wake County Schools,North Central,Y,65.4,D,Not Met,38.2,N/A
CIS of Rocky Mount Region,Tar River Academy,yes,640340,Nash,Rocky Mount,"224 S. Pearl Street, Rocky Mount, NC 27804",-77.8012553,35.9416026,Nash-Rocky Mount Schools,North Central,Y,69.9,ALT system,ALT system,ALT system,N/A
CIS of Rocky Mount Region,Southern Nash Middle,yes,640362,Nash,Spring Hope,"5301 South NC Highway 581, Spring Hope, NC 27882",-78.0896615,35.8754969,Nash-Rocky Mount Schools,North Central,N,64.6,C,Met,49.4,N/A
CIS of Rocky Mount Region,Rocky Mount Middle,yes,640335,Nash,Rocky Mount,"841 Nash Street, Rocky Mount, NC 27804",-77.807681,35.9418234,Nash-Rocky Mount Schools,North Central,Y,63.9,F,Not Met,28.8,N/A
N/A,Hope Charter Leadership Academy,no,92Q000,Wake,Raleigh,"1116 N Blount Street, Raleigh, NC 27604",-78.6351684,35.7952467,Charter Schools,North Central,Y,48.5,D,Met,31.7,N/A
N/A,PAVE Southeast Raleigh Charter,no,93J000,Wake,Raleigh,"3420 Idlewood Village Dr, Raleigh, NC 27610",-78.619384,35.736869,Charter Schools,North Central,Y,47.1,D,Met,42.6,N/A
N/A,Northside K-8,no,930340,Warren,Norlina,"164 Elementary Ave, Norlina, NC 27563",-78.1845782,36.4565504,Warren County Schools,North Central,Y,53.2,D,Not Met,44.2,N/A
N/A,Warren County Middle,no,930354,Warren,Warrenton,"118 Campus Drive, Warrenton, NC 27589",-78.1679856,36.4331685,Warren County Schools,North Central,Y,63.2,D,Not Met,35.6,N/A
CIS of Rocky Mount Region,Southern Nash High,yes,640364,Nash,Bailey,"6446 Southern Nash High Road, Bailey, NC 27807",-78.0896618,35.8494038,Nash-Rocky Mount Schools,North Central,N,58.5,C,Not Met,38.4,87.4
N/A,Haliwa-Saponi Tribal School,no,93A000,Warren,Hollister,"130 Haliwa-Saponi Trail, Hollister, NC 27844",-77.981472,36.2520257,Charter Schools,North Central,Y,65,D,Met,31,N/A
N/A,Creswell Elementary,no,940306,Washington,Creswell,"200 South Seventh St, Creswell, NC 27928",-76.3970472,35.870622,Washington County Schools,Northeast,Y,53.5,D,Met,47.3,N/A
N/A,Pines Elementary,no,940314,Washington,Plymouth,"3177 US Hwy 64E, Plymouth, NC 27962",-76.6921778,35.8735014,Washington County Schools,Northeast,Y,71.3,D,Not Met,37.8,N/A
N/A,Washington County Union,no,940328,Washington,Roper,"37 E Mill Pond Rd, Roper, NC 27970",-76.6100643,35.8716266,Washington County Schools,Northeast,Y,63.5,D,Exceeded,38.1,N/A
N/A,"Brogden Middle, Dudley",no,960312,Wayne,Dudley,"3761 US 117 S Alt, Dudley, NC 28333",-78.036535,35.293618,Wayne County Public Schools,Southeast,Y,84.4,F,Not Met,29.7,N/A
N/A,Brogden Primary,no,960314,Wayne,Dudley,"2253 Old Mt Olive Hwy, Dudley, NC 28333",-78.035295,35.273063,Wayne County Public Schools,Southeast,Y,85.4,D,Exceeded,37,N/A
N/A,"Carver Elementary, Mount Olive",no,960316,Wayne,Mount Olive,"400 Old Seven Springs Rd, Mount Olive, NC 28365",-78.0528371,35.2005956,Wayne County Public Schools,Southeast,Y,79.3,D,Met,42.5,N/A
N/A,Carver Heights Elementary,no,960318,Wayne,Goldsboro,"411 Bunche Drive, Goldsboro, NC 27530",-77.9962183,35.3669685,Wayne County Public Schools,Southeast,Y,91.4,D,Exceeded,27.7,N/A
N/A,Dillard Middle,no,960326,Wayne,Goldsboro,"1101 S Devereaux St, Goldsboro, NC 27530",-77.9947573,35.3685907,Wayne County Public Schools,Southeast,Y,94.8,F,Met,18.1,N/A
N/A,Eastern Wayne Elementary,no,960329,Wayne,Goldsboro,"1271 New Hope Road, Goldsboro, NC 27534",-77.8768005,35.3734403,Wayne County Public Schools,Southeast,Y,73.1,D,Met,41.6,N/A
N/A,Eastern Wayne Middle,no,960331,Wayne,Goldsboro,"3518 Central Heights Rd, Goldsboro, NC 27534",-77.9102672,35.383607,Wayne County Public Schools,Southeast,Y,65.3,D,Met,41.2,N/A
N/A,Goldsboro High,no,960335,Wayne,Goldsboro,"901 E Beech Street, Goldsboro, NC 27530",-77.9796645,35.3871146,Wayne County Public Schools,Southeast,N,90.6,D,Not Met,12.1,73.8
N/A,Grantham Middle,no,960338,Wayne,Goldsboro,"3093 S US Hwy 13, Goldsboro, NC 27530",-78.1497816,35.2949716,Wayne County Public Schools,Southeast,Y,57.9,D,Not Met,45.2,N/A
N/A,Southern Wayne High,no,960380,Wayne,Dudley,"124 Walter Fulcher Rd, Dudley, NC 28333",-78.0457642,35.2536839,Wayne County Public Schools,Southeast,N,67.3,D,Not Met,32.1,76.7
N/A,North Drive Elementary,no,960390,Wayne,Goldsboro,"1108 North Drive, Goldsboro, NC 27530",-77.9630693,35.387251,Wayne County Public Schools,Southeast,Y,92.1,D,Not Available,Not Available,N/A
N/A,Dillard Academy,no,96C000,Wayne,Goldsboro,"504 West Elm Street, Goldsboro, NC 27530",-78.0053124,35.3790074,Charter Schools,Southeast,Y,89.1,D,Met,34,N/A
CIS of Rocky Mount Region,Nash Central High,yes,640346,Nash,Rocky Mount,"4279 Nash Central High Road, Rocky Mount, NC 27804",-77.8959201,35.9553937,Nash-Rocky Mount Schools,North Central,N,55.7,D,Not Met,31.2,77.3
CIS of Rocky Mount Region,G R Edwards Middle,yes,640329,Nash,Rocky Mount,"720 Edwards Street, Rocky Mount, NC 27803",-77.8223572,35.9351871,Nash-Rocky Mount Schools,North Central,Y,50.3,D,Met,40.6,N/A
CIS of Rocky Mount Region,Northern Nash High,yes,640350,Nash,Rocky Mount,"4230 Green Hills Road, Rocky Mount, NC 27804",-77.892535,35.998602,Nash-Rocky Mount Schools,North Central,N,48.5,C,Not Met,36.5,85.2
CIS of Rocky Mount Region,Rocky Mount High,yes,640361,Nash,Rocky Mount,"1400 Bethlehem Road, Rocky Mount, NC 27803",-77.8357419,35.939355,Nash-Rocky Mount Schools,North Central,N,46.2,D,Not Met,31.1,80.6
CIS of Rowan County,Koontz Elementary,yes,800346,Rowan,Salisbury,"685 East Ritchie Rd, Salisbury, NC 28146",-80.4963121,35.6241264,Rowan-Salisbury Schools,Southwest,Y,71.2,F,Not Met,15.9,N/A
CIS of Rowan County,Henderson High,yes,800308,Rowan,Salisbury,"1215 North Main St, Salisbury, NC 28144",-80.456432,35.676846,Rowan-Salisbury Schools,Southwest,Y,62.8,ALT system,ALT system,ALT system,Not available
CIS of Rowan County,Dole Elementary,yes,800359,Rowan,Salisbury,"465 Choate Rd, Salisbury, NC 28146",-80.4254179,35.6694699,Rowan-Salisbury Schools,Southwest,Y,61.6,D,Met,28.6,N/A
CIS of Rowan County,Overton Elementary,yes,800315,Rowan,Salisbury,"1825 Park Rd W, Salisbury, NC 28144",-80.4741063,35.6895601,Rowan-Salisbury Schools,Southwest,Y,56.9,D,Not Met,37.3,N/A
CIS of Rowan County,Isenberg Elementary,yes,800358,Rowan,Salisbury,"2800 Jake Alexander Blvd N, Salisbury, NC 28147",-80.5037595,35.7011501,Rowan-Salisbury Schools,Southwest,Y,56.6,D,Exceeded,42.2,N/A
CIS of Rowan County,Knox Middle,yes,800363,Rowan,Salisbury,"1625 Park Rd W, Salisbury, NC 28144",-80.4774078,35.6861006,Rowan-Salisbury Schools,Southwest,Y,53.6,F,Not Met,18.2,N/A
CIS of Rowan County,Hurley Elementary,yes,800360,Rowan,Salisbury,"625 Hurley School Rd, Salisbury, NC 28147",-80.55868,35.6995689,Rowan-Salisbury Schools,Southwest,Y,53.5,F,Met,25.1,N/A
CIS of Rowan County,North Rowan Middle,yes,800377,Rowan,Spencer,"512 Charles St, Spencer, NC 28159",-80.4261323,35.7016359,Rowan-Salisbury Schools,Southwest,Y,53.2,F,Not Met,23.3,N/A
CIS of Thomasville,Thomasville Primary,yes,292318,Davidson,Thomasville,"915 E Sunrise Avenue, Thomasville, NC 27360",-80.0599535,35.8762035,Thomasville City Schools,Piedmont-Triad,Y,63.6,C,Met,50.8,N/A
CIS of Thomasville,Liberty Drive Elementary,yes,292316,Davidson,Thomasville,"401 Liberty Drive, Thomasville, NC 27360",-80.064539,35.878658,Thomasville City Schools,Piedmont-Triad,Y,60.2,D,Not Met,29.8,N/A
CIS of Thomasville,Thomasville Middle,yes,292320,Davidson,Thomasville,"400 Unity Street, Thomasville, NC 27360",-80.0787454,35.8994555,Thomasville City Schools,Piedmont-Triad,Y,56.7,D,Exceeded,37.3,N/A
CIS of Thomasville,Thomasville High,yes,292324,Davidson,Thomasville,"410 Unity Street, Thomasville, NC 27360",-80.075723,35.900516,Thomasville City Schools,Piedmont-Triad,N,45,C,Met,42.9,86.9
CIS of Wake County,East Wake Middle,yes,920410,Wake,Raleigh,"2700 Old Milburnie Rd, Raleigh, NC 27604",-78.5021162,35.825962,Wake County Schools,North Central,Y,71.4,D,Met,37.5,N/A
CIS of Wake County,East Millbrook Middle,yes,920408,Wake,Raleigh,"3801 Spring Forest Rd, Raleigh, NC 27616",-78.5762465,35.8561484,Wake County Schools,North Central,Y,68.9,D,Met,43.4,N/A
CIS of Wake County,Wendell Middle,yes,920601,Wake,Wendell,"3409 NC Highway 97, Wendell, NC 27591",-78.3943197,35.8042512,Wake County Schools,North Central,N,60.2,D,Not Met,44.2,N/A
CIS of Wake County,Durant Road Middle,yes,920399,Wake,Raleigh,"10401 Durant Rd, Raleigh, NC 27614",-78.588241,35.902378,Wake County Schools,North Central,N,45.3,C,Not Met,57.9,N/A
CIS of Wake County,SCORE Academy,yes,920556,Wake,Raleigh,"4600 New Bern Ave, Raleigh, NC 27610",-78.559004,35.797592,Wake County Schools,North Central,N,33.3,ALT system,ALT system,ALT system,N/A
CIS of Wake County,Ligon Middle,yes,920472,Wake,Raleigh,"706 E Lenoir St, Raleigh, NC 27601",-78.626538,35.772179,Wake County Schools,North Central,N,28.9,C,Not Met,70.3,N/A
N/A,Bridges Academy,no,97D000,Wilkes,State Road,"2587 Pleasant Ridge Road, State Road, NC 28676",-80.884614,36.314907,Charter Schools,Northwest,Y,41.6,D,Met,36.3,N/A
N/A,B O Barnes Elementary,no,980308,Wilson,Wilson,"1913 Martin L King Parkway, Wilson, NC 27893",-77.8865965,35.712878,Wilson County Schools,North Central,Y,78.8,F,Not Met,22,N/A
N/A,Margaret Hearne Elementary,no,980356,Wilson,Wilson,"300 W Gold St, Wilson, NC 27893",-77.9089851,35.7322572,Wilson County Schools,North Central,Y,78.5,F,Not Met,26.8,N/A
N/A,Vick Elementary,no,980357,Wilson,Wilson,"504 N Carroll Street, Wilson, NC 27893",-77.8963519,35.719989,Wilson County Schools,North Central,Y,84.4,D,Not Met,31.3,N/A
N/A,Toisnot Middle,no,980390,Wilson,Wilson,"1301 Corbett Ave N, Wilson, NC 27893",-77.9107642,35.7444456,Wilson County Schools,North Central,Y,19.9,D,Not Met,44.1,N/A
N/A,Winstead Elementary,no,980400,Wilson,Wilson,"1713 Downing St SW, Wilson, NC 27893",-77.930761,35.7126188,Wilson County Schools,North Central,Y,68.7,D,Exceeded,39.1,N/A
